SORT,File,Accession Number,Title,Contact Information,Creator,Contributors,Subject,Credit,Description,Notes,Publisher,Date,Type,Format,Extent,Medium,Identifier,Source,Source URL,Language,Relation,Coverage-Spatial,Coverage-Temporal,Rights
204,1984.189.204.jp2,1984.189.204,Through these Portals pass the Servants of the Lord,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photographic landscape; Photography,The Historic New Orleans Collection,A lot of flaking emulsion.  View of three nuns.,,,Between 1930 and 1950,Image,glass plate negatives,"7"" x 5""",Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/217203,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
205,1984.189.205.jp2,1984.189.205,Through these Portals pass the Servants of the Lord,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photographic landscape; Photography,The Historic New Orleans Collection,Flaking emulsion at right.  View of three nuns.,,,Between 1930 and 1950,Image,glass plate negatives,,Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/217204,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
206,1984.189.206.jp2,1984.189.206,Steeple,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photographic landscape; Photography,The Historic New Orleans Collection,A lot of flaking emulsion,,,Between 1930 and 1950,Image,glass plate negatives,,Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/217205,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
207,1984.189.207.jp2,1984.189.207,Steeple,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photographic landscape; Photography,The Historic New Orleans Collection,A lot of flaking emulsion,,,Between 1930 and 1950,Image,glass plate negatives,,Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/217206,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
208,1984.189.208.jp2,1984.189.208,College girls studying at Loyola,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,A lot of flaking emulsion,,,Between 1930 and 1950,Image,glass plate negatives,"5"" x 7""",Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/217207,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
209,1984.189.209.jp2,1984.189.209,Young woman with flowers,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,Between 1930 and 1950,Image,glass plate negatives portraits,,Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/217209,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
210,1984.189.210.jp2,1984.189.210,Girl in a straw hat,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,Between 1930 and 1950,Image,glass plate negatives portraits,"7"" x 5""",Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/217210,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
211,1984.189.211.jp2,1984.189.211,Girls reading in the woods,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,Between 1930 and 1950,Image,glass plate negatives,"7"" x 5""",Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/217211,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
212,1984.189.212.jp2,1984.189.212,Girls on a beach in the surf,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,Between 1930 and 1950,Image,glass plate negatives,"5"" x 7""",Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/217212,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
213,1984.189.213.jp2,1984.189.213,Ruins of a fort,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photographic landscape; Photography,The Historic New Orleans Collection,,,,Between 1930 and 1950,Image,glass plate negatives,"7"" x 5""",Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/217213,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
214,1984.189.214.jp2,1984.189.214,Pastural landscape,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photographic landscape; Photography,The Historic New Orleans Collection,,,,Between 1930 and 1950,Image,glass plate negatives,"5"" x 7""",Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/217214,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
215,1984.189.215.jp2,1984.189.215,Girl gathering flowers in a pasture next to the woods,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,Between 1930 and 1950,Image,glass plate negatives portraits,"5"" x 7""",Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/217216,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
216,1984.189.216.jp2,1984.189.216,Girl posing with tree branch,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,Between 1930 and 1950,Image,glass plate negatives portraits,,Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/217218,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
217,1984.189.217.jp2,1984.189.217,Two women,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,Between 1930 and 1950,Image,glass plate negatives group portraits,"5"" x 7""",Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/217219,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
218,1984.189.218.jp2,1984.189.218,Two girls walking on a wooded lane,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,Between 1930 and 1950,Image,glass plate negatives,"5"" x 7""",Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/217223,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
219,1984.189.219.jp2,1984.189.219,Outdoor choir,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,Between 1930 and 1950,Image,glass plate negatives,"5"" x 7""",Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/217224,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
220,1984.189.220.jp2,1984.189.220,Girl on a boat in a harbor,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,Between 1930 and 1950,Image,glass plate negatives portraits,"5"" x 7""",Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/217225,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
221,1984.189.221.jp2,1984.189.221,Two girls resting in the woods,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,Between 1930 and 1950,Image,glass plate negatives,"7"" x 5""",Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/217227,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
222,1984.189.222.jp2,1984.189.222,Two girls resting in the woods,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,Flaking emulsion at the right,,,Between 1930 and 1950,Image,glass plate negatives,,Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/217228,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
223,1984.189.223.jp2,1984.189.223,Two girls in a cornfield,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,Between 1930 and 1950,Image,glass plate negatives,"7"" x 5""",Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/217229,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
224,1984.189.224.jp2,1984.189.224,"Two women and a girl, all dressed up",louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,Between 1930 and 1950,Image,glass plate negatives,,Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/217231,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
225,1984.189.225.jp2,1984.189.225,Woman draped in a scarf,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,A lot of flaking emulsion,,,Between 1930 and 1950,Image,glass plate negatives portraits,"7"" x 5""",Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/217233,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
226,1984.189.226.jp2,1984.189.226,Two girls gathering flowers in a wooded pasture,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,Between 1930 and 1950,Image,glass plate negatives,"5"" x 7""",Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/217234,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
227,1984.189.227.jp2,1984.189.227,Bust-length portrait of a girl,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,Between 1930 and 1950,Image,glass plate negatives portraits,"7"" x 5""",Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/217235,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
228,1984.189.228.jp2,1984.189.228,Old woman in the woods,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,Between 1930 and 1950,Image,glass plate negatives,,Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/217236,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
